teacher_id,school_id,district_id,triplet_id,year,tested,interviewed,treatment,SD,quota,certified,PAID,TARGET,NOTELIGIBLE,ngscore,S1,pursue,secondjob,secondjobhours,base_pay,additional_pay,certification_pay,totalpay,problems,happy,absent,quota_year
526,41,3,14,3,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.71210188,bachelor's degree,0,no second job,0,,0,0,,yes,no,0,
524,41,3,14,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.4448972,bachelor's degree,,second job,3,2.1167,.79253799,0,2.9092381,,,0,
524,41,3,14,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.034290314,bachelor's degree,0,no second job,0,2.38,.94852,0,3.3285201,yes,yes,0,
524,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,-.20135567,bachelor's degree,0,no second job,0,2.6445,.98547,0,3.6299701,no,yes,0,2012
519,41,3,14,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-.075227737,bachelor's degree,0,no second job,0,1.875,.24156,0,2.11656,no,yes,0,
519,41,3,14,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.26958466,bachelor's degree,,second job,8,1.39048,.2273,0,1.61778,,,1,
519,41,3,14,3,tested,interviewed,control,junior secondary school,,not certified,0,1,0,1.148607,bachelor's degree,0,no second job,0,2.1216,.24156,0,2.3631599,yes,no,0,2012
518,41,3,14,2,tested,interviewed,control,junior secondary school,in quota,certified,1,1,0,-.83932889,bachelor's degree,0,no second job,0,2.4384,.44556001,2.023,4.90696,no,yes,1,2009
518,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,certified,1,1,0,-1.257444,bachelor's degree,0,second job,,.7176,.44556001,2.472608,3.6357679,no,yes,0,2009
518,41,3,14,0,not tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,,bachelor's degree,,no second job,0,2.2604,.43099999,0,2.6914001,,,0,2009
523,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,certified,1,0,0,-.61227179,bachelor's degree,0,second job,1,2.7176,.44556001,2.159809,5.322969,no,yes,0,2008
523,41,3,14,2,tested,interviewed,control,junior secondary school,in quota,certified,1,0,0,-.60477287,bachelor's degree,0,no second job,0,2.4384,.44455999,2.7176,5.6005602,no,yes,0,2008
523,41,3,14,0,tested,interviewed,control,junior secondary school,in quota,certified,0,0,0,-1.1680548,bachelor's degree,,second job,10,2.2604,.43130001,0,2.6917,,,1,2008
514,41,3,14,0,not tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,no second job,0,1.9484,.36930001,0,2.3176999,,,1,
514,41,3,14,2,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,.36571601,bachelor's degree,0,no second job,0,2.1018,.38356,0,2.4853599,yes,no,0,2011
514,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,certified,0,1,0,-.016929194,bachelor's degree,0,no second job,0,2.5015,.69027001,0,3.1917701,yes,yes,0,2011
516,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,certified,0,1,0,.77686077,bachelor's degree,0,no second job,0,2.4,.68011999,0,3.0801201,no,yes,0,2011
516,41,3,14,2,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,-.60477287,bachelor's degree,0,no second job,0,2.066,.64671999,0,2.7127199,no,no,0,2011
516,41,3,14,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,1.0427878,bachelor's degree,,second job,12,1.9152,.46112001,0,2.3763201,,,0,
525,41,3,14,0,not tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,second job,12,1.3572,.2273,0,1.5845,,,0,
525,41,3,14,2,not tested,not interviewed,control,junior secondary school,,,,1,0,,,,,,,,,,,,,
525,41,3,14,3,tested,not interviewed,control,junior secondary school,,,,1,0,-.016929194,,,,,,,,,,,,
527,41,3,14,0,not tested,interviewed,control,junior secondary school,in quota,certified,0,0,0,,bachelor's degree,,second job,17,2.596,.92163998,0,3.5176399,,,1,2008
527,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,certified,1,0,0,.99848282,bachelor's degree,0,no second job,0,3.2465,1.06975,2.953759,7.270009,no,yes,0,2008
527,41,3,14,2,tested,interviewed,control,junior secondary school,in quota,certified,1,0,0,.3451407,bachelor's degree,0,no second job,0,2.8005,1.00731,2.3,6.10781,no,yes,0,2008
522,41,3,14,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-.62037158,bachelor's degree,0,no second job,0,2.066,.64671999,0,2.7127199,no,yes,0,
522,41,3,14,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-1.529215,bachelor's degree,,no second job,0,1.9152,.46112001,0,2.3763201,,,1,
522,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,certified,0,1,0,-.38428256,bachelor's degree,0,no second job,0,2.4,.68011999,0,3.0801201,no,yes,0,2011
515,41,3,14,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-1.1720927,bachelor's degree,0,second job,5,1.875,.24156,0,2.11656,no,yes,0,
515,41,3,14,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-1.1383394,bachelor's degree,,second job,2,1.3572,.2273,0,1.5845,,,0,
515,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,-.76139998,bachelor's degree,0,no second job,0,2.0645,.24156,0,2.3060601,no,yes,1,2012
521,41,3,14,3,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,.49565911,bachelor's degree,0,no second job,0,1.8,.52899998,0,2.329,no,yes,1,2012
521,41,3,14,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.06927979,bachelor's degree,0,no second job,0,1.921,.056600001,0,1.9776,no,yes,0,
521,41,3,14,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-.94290161,bachelor's degree,,no second job,0,1.39048,.2273,0,1.61778,,,0,
530,41,3,14,2,not tested,not interviewed,control,junior secondary school,,,,,,,,,,,,,,,,,,
528,41,3,14,3,not tested,interviewed,control,junior secondary school,in quota,certified,1,,,,bachelor's degree,0,second job,,3.0741,1.216614,2.612985,6.9036989,no,yes,1,2008
528,41,3,14,2,not tested,not interviewed,control,junior secondary school,,,,,,,,,,,,,,,,,,
484,38,3,13,2,not tested,not interviewed,control,junior secondary school,,,1,0,0,,,,,,,,,,,,,
484,38,3,13,0,tested,interviewed,control,junior secondary school,in quota,certified,1,0,0,.886437,bachelor's degree,,second job,7,2.431,.89854002,1.78126,5.1107998,,,1,2008
484,38,3,13,3,tested,not interviewed,control,junior secondary school,,,1,0,0,-.89754498,,,,,,,,,,,,
487,38,3,13,0,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,-.21508488,bachelor's degree,,second job,0,2.1687,.36930001,0,2.5380001,,,0,2009
487,38,3,13,3,tested,interviewed,control,junior secondary school,in quota,certified,1,1,0,.48215237,bachelor's degree,0,no second job,0,2.7176,.44556001,2.25,5.4131598,no,yes,0,2009
487,38,3,13,2,tested,interviewed,control,junior secondary school,in quota,certified,1,1,0,.013233419,bachelor's degree,0,no second job,0,2.4384,.44556001,1.8433,4.7272601,no,yes,0,2009
483,38,3,13,0,not tested,not interviewed,control,junior secondary school,,,,0,,,,,,,,,,,,,,
483,38,3,13,3,tested,interviewed,control,junior secondary school,in quota,certified,1,0,,.59055626,no bachelor's degree,0,second job,0,2.9914,.44556001,2.3,5.7369599,no,yes,0,2008
483,38,3,13,2,tested,interviewed,control,junior secondary school,in quota,certified,1,0,,-.29091549,bachelor's degree,0,no second job,0,2.6679,.44556001,2.1766,5.29006,no,yes,0,2008
486,38,3,13,0,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,1.5646713,bachelor's degree,,no second job,0,2.26,1.46104,0,3.72104,,,0,2009
486,38,3,13,3,tested,interviewed,control,junior secondary school,in quota,certified,1,1,0,-.84192103,bachelor's degree,0,no second job,0,2.7928,.78140002,2.15,5.7242002,no,yes,0,2009
486,38,3,13,2,tested,interviewed,control,junior secondary school,in quota,certified,1,1,0,1.5126942,bachelor's degree,0,no second job,0,2.4384,.74596,2.0726,5.2569599,no,yes,0,2009
482,38,3,13,3,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,-.41382417,bachelor's degree,0,no second job,0,2.3354,.88019598,0,3.215596,no,yes,0,2012
482,38,3,13,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-.14766583,bachelor's degree,,second job,0,1.8693,.61590201,0,2.4852021,,,0,
482,38,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.22707486,bachelor's degree,0,no second job,0,2.0165,.83555001,0,2.8520501,no,yes,0,
485,38,3,13,3,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,1.249895,bachelor's degree,0,no second job,0,2.0645,.50457001,0,2.5690701,no,yes,0,2012
485,38,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-.34451088,bachelor's degree,0,no second job,0,1.8755,.48561999,0,2.36112,yes,yes,1,
485,38,3,13,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.42516285,bachelor's degree,,no second job,0,1.39048,.40864801,0,1.7991281,,,0,
481,38,3,13,2,not tested,not interviewed,control,junior secondary school,,,,,,,,,,,,,,,,,,
488,39,3,13,2,not tested,not interviewed,control,junior secondary school,,,,1,0,,,,,,,,,,,,,
488,39,3,13,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,1.4371977,bachelor's degree,,no second job,0,1.8116,.74982399,0,2.561424,,,1,
496,39,3,13,0,not tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,no second job,0,1.42464,.48285699,0,1.907497,,,1,
496,39,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-2.654634,bachelor's degree,0,no second job,0,1.875,.57968003,0,2.45468,no,yes,0,
496,39,3,13,3,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-1.932318,bachelor's degree,0,no second job,0,2.1216,.70826399,0,2.829864,no,yes,0,
489,39,3,13,0,not tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,second job,25,1.4596,.41556001,0,1.87516,,,1,
489,39,3,13,3,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.48215237,bachelor's degree,0,no second job,0,2.1803,.61631602,0,2.7966161,,,,
489,39,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.1402747,bachelor's degree,0,no second job,0,1.9682,.49439999,0,2.4626,no,yes,1,
491,39,3,13,3,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,-.49797091,,0,no second job,0,2.5371,.89843398,0,3.435534,yes,no,0,2012
491,39,3,13,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.094271816,bachelor's degree,,second job,2,2.1167,.79253799,0,2.9092381,,,1,
491,39,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.23802203,bachelor's degree,0,second job,14,2.2834,.87291598,0,3.156316,yes,no,0,
490,39,3,13,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-.37439808,bachelor's degree,,second job,33,.1,0,0,.1,,,0,
490,39,3,13,3,tested,not interviewed,control,junior secondary school,,,,1,0,-1.3784022,,,,,,,,,,,,
490,39,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.1614828,bachelor's degree,0,no second job,0,.16,0,0,.16,yes,no,0,
498,39,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-.88205516,bachelor's degree,0,no second job,0,2.037,.64381999,0,2.68082,no,yes,0,
498,39,3,13,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,-.82792503,bachelor's degree,,no second job,0,1.8116,.59276003,0,2.4043601,,,0,
498,39,3,13,3,tested,interviewed,control,junior secondary school,in quota,certified,0,1,0,-.41382417,bachelor's degree,0,no second job,0,2.2429,.66441,0,2.90731,no,yes,0,2011
492,39,3,13,2,not tested,not interviewed,control,junior secondary school,,,0,1,0,,,,,,,,,,,,,
492,39,3,13,3,not tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,0,no second job,0,2.0645,.60241997,0,2.6669199,no,yes,1,
492,39,3,13,0,not tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,no second job,0,1.39048,.47875801,0,1.869238,,,0,
495,39,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.62100112,bachelor's degree,0,second job,24,1.9682,.590864,0,2.5590639,no,no,0,
495,39,3,13,3,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,.87277704,bachelor's degree,0,no second job,0,2.2406,.62355,0,2.86415,no,yes,0,2012
495,39,3,13,0,not tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,second job,16,1.49544,.49135301,0,1.986793,,,1,
494,39,3,13,0,not tested,interviewed,control,junior secondary school,not in quota,not certified,0,0,1,,bachelor's degree,,second job,8,.11,0,0,.11,,,0,
494,39,3,13,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,0,1,-1.0341625,bachelor's degree,0,second job,20,.16,0,0,.16,yes,no,0,
494,39,3,13,3,tested,interviewed,control,junior secondary school,not in quota,not certified,0,0,1,-1.38993,bachelor's degree,0,no second job,0,,0,0,,yes,no,0,
493,39,3,13,2,not tested,not interviewed,control,junior secondary school,,,,,,,,,,,,,,,,,,
497,39,3,13,2,tested,interviewed,control,junior secondary school,in quota,certified,1,0,0,.22707486,bachelor's degree,0,second job,6,2.8692,1.187928,1.8,5.8571281,no,yes,0,2008
538,42,3,14,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,1.6207844,bachelor's degree,,no second job,0,2.1167,.79253799,0,2.9092381,,,0,2009
538,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.71210188,bachelor's degree,0,no second job,0,2.5371,.80113202,2.193,5.5312319,no,yes,,2009
538,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,1.156605,bachelor's degree,0,no second job,0,2.2834,.55324,1.8,4.6366401,no,yes,0,2009
535,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,.5213986,bachelor's degree,0,no second job,0,2.438,.95661598,2.05506,5.449676,no,yes,0,2008
535,42,3,14,0,tested,interviewed,treatment,junior secondary school,in quota,certified,0,0,0,1.4371977,bachelor's degree,,second job,6,2.1687,.79981798,0,2.968518,,,0,2008
535,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,.25220254,bachelor's degree,0,no second job,0,2.7176,.94170398,2.1598,5.8191042,no,yes,0,2008
541,42,3,14,0,not tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,0,1,,bachelor's degree,,second job,6,.288,0,0,.28799999,,,1,
541,42,3,14,3,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,0,1,1.2869756,bachelor's degree,0,no second job,0,,0,0,,yes,no,1,
541,42,3,14,2,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,0,1,.5213986,bachelor's degree,0,no second job,0,.324,0,0,.324,yes,no,0,
545,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,1.0081295,bachelor's degree,0,second job,14,2.7176,.77388,2.159875,5.6513548,no,yes,0,2008
545,42,3,14,0,tested,interviewed,treatment,junior secondary school,in quota,certified,0,0,0,.97083575,bachelor's degree,,second job,30,2.2604,.69963998,0,2.9600401,,,0,2008
545,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,.76695955,bachelor's degree,0,second job,35,2.4384,.74596,2.023,5.2073598,no,yes,0,2008
542,42,3,14,0,not tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,,bachelor's degree,,second job,9,2.1167,.79253799,0,2.9092381,,,1,2009
542,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.17298302,bachelor's degree,0,no second job,0,2.5371,.90843397,2.193,5.6385341,no,yes,0,2009
542,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,1.1636627,bachelor's degree,0,no second job,0,2.2834,.87291598,1.894395,5.0507112,no,yes,0,2009
533,42,3,14,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,-.55067712,bachelor's degree,,no second job,0,2.2604,.787148,0,3.0475481,,,0,2009
533,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.40715745,bachelor's degree,0,no second job,0,2.4384,.95661598,2.023,5.418016,no,yes,0,2009
533,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-.2365355,bachelor's degree,0,no second job,0,2.7176,.995704,2.101716,5.8150201,no,yes,0,2009
536,42,3,14,0,not tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,second job,9,.35,0,0,.34999999,,,0,
536,42,3,14,2,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,.40715745,bachelor's degree,0,no second job,0,.3,0,0,.30000001,yes,no,0,
536,42,3,14,3,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,1.1255827,bachelor's degree,0,no second job,0,.57,0,0,.56999999,yes,no,0,
543,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,.64299875,bachelor's degree,0,no second job,0,2.4384,.95661598,2.3,5.6950159,no,yes,0,2008
543,42,3,14,0,tested,interviewed,treatment,junior secondary school,in quota,certified,0,0,0,1.0427878,bachelor's degree,,second job,13,2.2604,.87465602,0,3.135056,,,0,2008
543,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,1.3722036,bachelor's degree,0,no second job,0,2.7176,.995704,2.159812,5.873116,no,yes,0,2008
544,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.50435758,bachelor's degree,0,no second job,0,2.1167,.38356999,1.937,4.4372702,no,yes,0,2009
544,42,3,14,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,.53259337,bachelor's degree,,second job,9,2.0104,.2273,0,2.2377,,,0,2009
544,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.97530836,bachelor's degree,0,second job,5,2.4317,.38356,2.101866,4.9171262,no,yes,0,2009
532,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,1.4748465,bachelor's degree,0,no second job,0,1.9682,.68678802,1.2,3.8549881,no,yes,0,2009
532,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,1.3722036,bachelor's degree,0,no second job,0,2.2406,.72492403,1.936651,4.9021749,no,yes,0,2009
532,42,3,14,0,not tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,,bachelor's degree,,no second job,0,1.49544,.56356198,0,2.0590019,,,0,2009
539,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-.81071913,bachelor's degree,0,no second job,0,2.1216,.70826399,0,2.829864,no,yes,1,2009
539,42,3,14,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,-.65786022,bachelor's degree,,no second job,0,1.39048,.548868,0,1.939348,,,0,2009
539,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-.60477287,bachelor's degree,0,no second job,0,1.875,.67374003,1,3.5487399,yes,yes,0,2009
537,42,3,14,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,-1.3337772,bachelor's degree,,second job,4,2.2604,.87465602,0,3.135056,,,0,2009
537,42,3,14,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-1.5858836,bachelor's degree,0,second job,10,2.4384,.95661598,2.023,5.418016,no,yes,0,2009
537,42,3,14,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-1.0128121,bachelor's degree,0,no second job,0,2.7176,.995704,2.101716,5.8150201,no,yes,0,2009
531,42,3,14,0,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,-1.3337772,bachelor's degree,,second job,18,1.3572,.2273,0,1.5845,,,0,
531,42,3,14,3,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,.1185412,bachelor's degree,0,second job,18,2.009,.24156,0,2.25056,no,yes,0,
531,42,3,14,2,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,-.48244134,bachelor's degree,0,second job,21,1.8301,.24156,0,2.07166,no,no,0,
534,42,3,14,0,not tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,second job,20,.24,0,0,.23999999,,,0,
534,42,3,14,2,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,-1.1720927,bachelor's degree,0,second job,25,.27,0,0,.27000001,yes,yes,0,
534,42,3,14,3,tested,interviewed,treatment,junior secondary school,not in quota,not certified,0,1,0,-.38428256,bachelor's degree,1,no second job,0,,0,0,,yes,yes,0,
540,42,3,14,2,not tested,not interviewed,treatment,junior secondary school,,,,,,,,,,,,,,,,,,
3065,247,14,83,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,1.062276,bachelor's degree,,no second job,0,2.6144,.92421597,0,3.5386159,,,0,
3065,247,14,83,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,.29102546,bachelor's degree,0,no second job,0,3.3363,1.1661659,2.22183,6.7242961,no,yes,0,2010
3065,247,14,83,2,tested,interviewed,control,primary school,in quota,certified,0,1,0,-.2163828,bachelor's degree,0,second job,1,2.7528,.86791402,0,3.6207139,yes,yes,0,2010
3067,247,14,83,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,.44475338,no bachelor's degree,0,no second job,0,3.6208,.64991301,2.2,6.4707131,no,yes,0,2009
3067,247,14,83,2,tested,interviewed,control,primary school,in quota,certified,1,1,0,.44261491,no bachelor's degree,0,no second job,0,2.9606,.61265397,2.383333,5.9565868,no,yes,0,2009
3067,247,14,83,0,tested,interviewed,control,primary school,in quota,not certified,0,1,0,.89770651,no bachelor's degree,,no second job,0,2.8118,.43130001,0,3.2430999,,,0,2009
3069,247,14,83,0,tested,interviewed,control,primary school,in quota,not certified,0,1,0,-.41884953,no bachelor's degree,,second job,12,2.6786,.83733201,0,3.5159321,,,0,2009
3069,247,14,83,2,tested,interviewed,control,primary school,in quota,certified,1,1,0,-.71063119,no bachelor's degree,0,second job,7,2.0896,.97221398,2.25,5.3118138,no,no,0,2009
3069,247,14,83,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,-1.2462525,no bachelor's degree,0,no second job,0,3.5234,.993981,2.3,6.8173809,no,no,0,2009
3066,247,14,83,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-.91255796,bachelor's degree,,second job,12,2.3727,.890378,0,3.263078,,,0,
3066,247,14,83,2,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,.11311606,bachelor's degree,0,no second job,0,2.7334,.59127003,0,3.3246701,no,no,0,
3066,247,14,83,3,tested,interviewed,control,primary school,in quota,certified,0,1,0,1.3671204,bachelor's degree,0,no second job,0,3.0741,1.206453,0,4.2805529,no,no,0,2011
3070,247,14,83,3,tested,interviewed,control,primary school,in quota,certified,0,1,0,1.2133925,bachelor's degree,0,no second job,0,2.4342,1.028107,0,3.462307,no,yes,0,2011
3070,247,14,83,2,tested,interviewed,control,primary school,in quota,not certified,0,1,0,.11311606,bachelor's degree,0,no second job,0,2.1382,.94588399,0,3.084084,no,yes,0,2011
3070,247,14,83,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,.73313701,bachelor's degree,,no second job,0,1.9484,.76897597,0,2.717376,,,0,
3068,247,14,83,2,tested,interviewed,control,primary school,in quota,certified,1,0,0,.27786535,bachelor's degree,0,second job,7,2.6868,1.134436,2.112333,5.933569,no,yes,0,2008
3068,247,14,83,0,tested,interviewed,control,primary school,in quota,certified,0,0,0,.40399808,bachelor's degree,,second job,4,2.4907,.90689802,0,3.397598,,,0,2008
3064,247,14,83,2,not tested,not interviewed,control,primary school,,,,,,,,,,,,,,,,,,
3071,247,14,83,3,tested,interviewed,control,primary school,not in quota,not certified,0,,,1.2133925,bachelor's degree,0,no second job,0,,0,0,,yes,no,0,
3072,247,14,83,3,not tested,interviewed,control,primary school,in quota,certified,1,0,0,,bachelor's degree,0,no second job,0,3.3363,1.418485,2.5,7.2547851,yes,yes,1,2008
3044,244,14,82,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-.41884953,bachelor's degree,,no second job,0,2.4967,.43099999,0,2.9277,,,0,
3044,244,14,82,2,tested,interviewed,control,primary school,in quota,certified,0,1,0,-1.3696289,bachelor's degree,0,no second job,0,,.43849999,0,,no,yes,1,2010
3044,244,14,82,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,-.17015781,bachelor's degree,0,no second job,0,3.1591,.36556,2.283666,5.8083258,no,yes,0,2010
3042,244,14,82,3,tested,interviewed,control,primary school,in quota,certified,1,0,0,.5984813,bachelor's degree,0,no second job,0,3.3363,.87895602,2.43882,6.6540761,no,yes,0,2008
3042,244,14,82,0,tested,interviewed,control,primary school,in quota,certified,0,0,0,.89770651,bachelor's degree,,no second job,0,2.6144,.73504001,0,3.3494401,,,0,2008
3042,244,14,82,2,tested,interviewed,control,primary school,in quota,certified,1,0,0,.11311606,bachelor's degree,0,no second job,0,2.8692,1.1849231,2.217565,6.271688,no,yes,0,2008
3043,244,14,82,0,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-1.5708358,no bachelor's degree,,no second job,0,1.14184,.22229999,0,1.36414,,,0,
3043,244,14,82,3,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,1.0596646,no bachelor's degree,1,no second job,0,1.7264,.66276002,0,2.3891599,no,yes,0,
3043,244,14,82,2,not tested,not interviewed,control,primary school,,,0,0,1,,,,,,,,,,,,,
3046,244,14,82,3,tested,interviewed,control,primary school,in quota,certified,1,0,0,1.0596646,bachelor's degree,0,no second job,0,3.5234,.77446002,2.62293,6.9207902,no,yes,0,2006
3046,244,14,82,0,tested,interviewed,control,primary school,in quota,certified,1,0,0,.40399808,bachelor's degree,,no second job,0,2.8605,.75964999,2.225,5.84515,,,0,2006
3046,244,14,82,2,tested,interviewed,control,primary school,in quota,certified,1,0,0,-.0516335,bachelor's degree,0,second job,4,3.0858,1.017735,2.426608,6.5301428,no,yes,0,2006
3041,244,14,82,2,tested,interviewed,control,primary school,in quota,certified,0,1,0,-.2163828,no bachelor's degree,0,no second job,0,2.7528,1.046591,0,3.799391,no,yes,0,2010
3041,244,14,82,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,-2.4760749,no bachelor's degree,0,no second job,0,3.2009,.94270003,2.2835,6.4271002,yes,yes,0,2010
3041,244,14,82,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-1.2416968,no bachelor's degree,,no second job,0,2.5518,.82216001,0,3.37396,,,0,
3045,244,14,82,3,tested,interviewed,control,primary school,in quota,certified,0,1,0,1.9820316,bachelor's degree,0,no second job,0,2.4342,.89402801,0,3.328228,no,yes,0,2011
3045,244,14,82,2,tested,interviewed,control,primary school,in quota,not certified,0,1,0,1.4311117,bachelor's degree,0,no second job,0,2.08,.95740497,0,3.037405,yes,yes,0,2011
3045,244,14,82,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,1.3914149,bachelor's degree,,no second job,0,2.3656,.76897597,0,3.1345761,,,0,
3040,244,14,82,2,not tested,not interviewed,control,primary school,,,,1,0,,,,,,,,,,,,,
