teacher_id,school_id,district_id,triplet_id,year,treatment,SD,g_score,TARGET,ALREADYCERTIFIED,NOTELIGIBLE,S1,rank4,PAID,base_pay,additional_pay,certification_pay,secondjob,secondjobhours,quota
3729,302,17,101,0,control,primary school,.82222223,0,0,1,no bachelor's degree,no rank 4,0,.1,0,0,second job,41,not in quota
3732,302,17,101,0,control,primary school,.68888891,1,0,0,bachelor's degree,no rank 4,0,1.8561,.712695,0,second job,1,not in quota
3730,302,17,101,0,control,primary school,.75555557,1,0,0,no bachelor's degree,rank 4,0,2.5518,.98772198,0,second job,1,not in quota
3723,302,17,101,0,control,primary school,.60000002,1,0,0,no bachelor's degree,rank 4,0,2.5518,.98772198,0,no second job,0,not in quota
3738,303,17,101,0,control,primary school,.66666669,0,1,0,bachelor's degree,rank 4,1,2.49,.61336797,1.823,second job,2,in quota
3733,303,17,101,0,control,primary school,.35555556,0,1,0,bachelor's degree,rank 4,0,2.6144,.43057999,0,no second job,0,in quota
3736,303,17,101,0,control,primary school,,0,0,1,no bachelor's degree,no rank 4,0,.07,0,0,no second job,0,not in quota
3741,303,17,101,0,control,primary school,.60000002,1,0,0,bachelor's degree,rank 4,0,2.5518,.819956,0,second job,13,not in quota
3742,303,17,101,0,control,primary school,.77777779,1,0,0,bachelor's degree,no rank 4,0,2.1167,.62182999,0,second job,27,not in quota
3734,303,17,101,0,control,primary school,.44444445,0,1,0,bachelor's degree,rank 4,0,2.6786,.74001998,0,second job,2,in quota
3688,298,17,100,0,treatment,primary school,.40000001,0,1,0,bachelor's degree,rank 4,1,2.6144,1.042336,1.13441,no second job,0,in quota
3687,298,17,100,0,treatment,primary school,.44444445,0,0,1,no bachelor's degree,no rank 4,0,.2,0,0,second job,17,not in quota
3691,298,17,100,0,treatment,primary school,.22222222,1,0,0,bachelor's degree,no rank 4,0,2.2926,.81428403,0,second job,70,in quota
3690,298,17,100,0,treatment,primary school,.5777778,1,0,0,bachelor's degree,no rank 4,0,1.5999,.60272801,0,second job,0,not in quota
3689,298,17,100,0,treatment,primary school,.26666668,1,0,0,no bachelor's degree,rank 4,0,2.5518,.819915,0,no second job,0,in quota
3686,298,17,100,0,treatment,primary school,.66666669,,,,,,,,,,,,
3693,299,17,100,0,control,primary school,.37777779,1,0,0,bachelor's degree,no rank 4,0,1.6508,.68343198,0,no second job,0,not in quota
3696,299,17,100,0,control,primary school,.2,1,0,0,,no rank 4,0,2.5699,.85310602,0,second job,2,not in quota
3694,299,17,100,0,control,primary school,.33333334,1,0,0,no bachelor's degree,rank 4,0,2.5518,.819956,0,second job,14,not in quota
3692,299,17,100,0,control,primary school,.48888889,1,0,0,no bachelor's degree,rank 4,0,2.6786,.92982399,0,no second job,0,in quota
3695,299,17,100,0,control,primary school,.48888889,1,0,0,bachelor's degree,rank 4,0,2.5518,.52319598,0,no second job,0,not in quota
3698,299,17,100,0,control,primary school,.55555558,1,0,0,bachelor's degree,rank 4,0,2.6144,.921336,0,second job,2,not in quota
3701,300,17,100,0,control,primary school,.46666667,1,0,0,no bachelor's degree,rank 4,0,2.9307,.89197999,0,no second job,0,in quota
3707,300,17,100,0,control,primary school,.51111114,1,0,0,no bachelor's degree,rank 4,0,2.6786,.93032402,0,no second job,0,in quota
3706,300,17,100,0,control,primary school,.62222224,1,0,0,bachelor's degree,no rank 4,0,.15,0,0,second job,4,not in quota
3703,300,17,100,0,control,primary school,.5777778,1,0,0,bachelor's degree,no rank 4,0,.3,0,0,no second job,0,not in quota
3705,300,17,100,0,control,primary school,.55555558,1,0,0,bachelor's degree,no rank 4,0,.3,0,0,no second job,0,not in quota
3700,300,17,100,0,control,primary school,.53333336,1,0,0,bachelor's degree,no rank 4,0,.3,0,0,second job,5,not in quota
3702,300,17,100,0,control,primary school,.46666667,1,0,0,no bachelor's degree,rank 4,0,2.431,.71526003,0,no second job,0,not in quota
3710,300,17,100,0,control,primary school,.53333336,1,0,0,bachelor's degree,no rank 4,0,2.2219,.80438602,0,no second job,0,in quota
3756,305,17,102,0,control,primary school,.73333335,0,0,1,no bachelor's degree,no rank 4,0,1.6794,.68743598,0,no second job,0,not in quota
3753,305,17,102,0,control,primary school,.60000002,0,1,0,bachelor's degree,rank 4,0,2.7919,.94618601,0,second job,12,in quota
3760,305,17,102,0,control,primary school,.68888891,0,0,1,no bachelor's degree,no rank 4,0,1.14184,.294184,0,no second job,0,not in quota
3755,305,17,102,0,control,primary school,.68888891,0,1,0,bachelor's degree,rank 4,1,2.596,.91029698,1.90026,second job,0,in quota
3752,305,17,102,0,control,primary school,.68888891,0,1,0,bachelor's degree,rank 4,1,2.6597,.92767799,1.8,no second job,0,in quota
3758,305,17,102,0,control,primary school,.62222224,0,1,0,bachelor's degree,no rank 4,0,2.1687,.36858001,0,no second job,0,in quota
3674,296,17,99,0,control,primary school,.53333336,1,0,0,bachelor's degree,no rank 4,0,1.8245,.36858001,0,no second job,0,not in quota
3677,296,17,99,0,control,primary school,.40000001,0,0,1,no bachelor's degree,no rank 4,0,.3,0,0,second job,9,not in quota
3669,296,17,99,0,control,primary school,.40000001,1,0,0,bachelor's degree,no rank 4,0,.3,0,0,no second job,0,not in quota
3678,296,17,99,0,control,primary school,.46666667,1,0,0,bachelor's degree,no rank 4,0,1.9962,.79272801,0,second job,20,not in quota
3667,296,17,99,0,control,primary school,.48888889,0,1,0,bachelor's degree,rank 4,1,2.4907,.90487802,1.866757,no second job,0,in quota
3672,296,17,99,0,control,primary school,.42222223,1,0,0,bachelor's degree,rank 4,0,2.5518,.819956,0,second job,23,in quota
3766,306,17,102,0,control,primary school,.60000002,0,0,1,no bachelor's degree,no rank 4,0,.1,0,0,no second job,0,not in quota
3767,306,17,102,0,control,primary school,.55555558,0,0,1,no bachelor's degree,no rank 4,0,.1,0,0,second job,16,not in quota
3761,306,17,102,0,control,primary school,.44444445,1,0,0,no bachelor's degree,rank 4,0,2.6144,.921336,0,second job,14,not in quota
3764,306,17,102,0,control,primary school,.62222224,0,1,0,bachelor's degree,rank 4,0,2.5518,.52319598,0,no second job,0,in quota
3768,306,17,102,0,control,primary school,.68888891,1,0,0,bachelor's degree,no rank 4,0,2.0308,.36858001,0,no second job,0,not in quota
3765,306,17,102,0,control,primary school,.75555557,1,0,0,bachelor's degree,no rank 4,0,2.1167,.75225401,0,second job,0,not in quota
3685,297,17,99,0,treatment,primary school,.5777778,0,0,1,no bachelor's degree,no rank 4,0,.3,0,0,no second job,0,not in quota
3682,297,17,99,0,treatment,primary school,.44444445,1,0,0,bachelor's degree,no rank 4,0,.3,0,0,no second job,0,not in quota
3681,297,17,99,0,treatment,primary school,.33333334,1,0,0,bachelor's degree,rank 4,0,2.6786,.93032402,0,second job,24,in quota
3679,297,17,99,0,treatment,primary school,.51111114,1,0,0,bachelor's degree,rank 4,0,2.6144,.92115998,0,second job,4,in quota
3683,297,17,99,0,treatment,primary school,.42222223,1,0,0,bachelor's degree,rank 4,0,2.6144,.921336,0,no second job,0,in quota
3680,297,17,99,0,treatment,primary school,.46666667,1,0,0,bachelor's degree,rank 4,0,2.6786,.835127,0,no second job,0,in quota
3579,289,17,97,0,control,junior secondary school,.48275861,1,0,0,bachelor's degree,no rank 4,0,1.7381,.36858001,0,no second job,0,not in quota
3586,289,17,97,0,control,junior secondary school,.31034482,1,0,0,bachelor's degree,no rank 4,0,1.8693,.43057999,0,no second job,0,not in quota
3583,289,17,97,0,control,junior secondary school,.79310346,0,1,0,bachelor's degree,rank 4,0,2.2604,.43057999,0,no second job,0,in quota
3582,289,17,97,0,control,junior secondary school,.83333331,0,1,0,bachelor's degree,rank 4,0,2.2604,.43057999,0,no second job,0,in quota
3589,289,17,97,0,control,junior secondary school,.69230771,1,0,0,bachelor's degree,no rank 4,0,1.5838,.674052,0,no second job,0,not in quota
3587,289,17,97,0,control,junior secondary school,.79487181,1,0,0,bachelor's degree,no rank 4,0,2.066,.32432699,0,no second job,0,not in quota
3580,289,17,97,0,control,junior secondary school,.54545456,1,0,0,bachelor's degree,no rank 4,0,1.8245,.74905002,0,no second job,0,not in quota
3588,289,17,97,0,control,junior secondary school,.60606062,1,0,0,bachelor's degree,rank 4,0,2.2604,.43057999,0,no second job,0,in quota
3598,290,17,97,0,control,junior secondary school,.75862068,1,0,0,bachelor's degree,no rank 4,0,2.1167,.36858001,0,second job,12,not in quota
3593,290,17,97,0,control,junior secondary school,.55172414,1,0,0,bachelor's degree,no rank 4,0,2.0452,.36858001,0,second job,4,not in quota
3592,290,17,97,0,control,junior secondary school,.44827586,0,1,0,bachelor's degree,rank 4,0,2.2604,.87177598,0,second job,4,in quota
3597,290,17,97,0,control,junior secondary school,.5,1,0,0,bachelor's degree,no rank 4,0,1.9152,.36858001,0,no second job,0,in quota
3596,290,17,97,0,control,junior secondary school,.71794873,1,0,0,bachelor's degree,no rank 4,0,2.2764,.36858001,0,no second job,0,in quota
3594,290,17,97,0,control,junior secondary school,.23076923,,0,,,,0,,,,,,
3599,290,17,97,0,control,junior secondary school,,0,0,1,no bachelor's degree,no rank 4,0,1.42464,.30974001,0,no second job,0,not in quota
3620,292,17,98,0,control,junior secondary school,.65517241,1,0,0,bachelor's degree,rank 4,0,2.4907,.97602201,0,second job,35,in quota
3619,292,17,98,0,control,junior secondary school,.96551722,1,0,0,bachelor's degree,no rank 4,0,1.9821,.36858001,0,no second job,0,not in quota
3630,292,17,98,0,control,junior secondary school,.79310346,0,1,0,bachelor's degree,rank 4,0,2.2604,.78498799,0,second job,2,in quota
3623,292,17,98,0,control,junior secondary school,.96551722,0,1,0,bachelor's degree,rank 4,0,2.2604,.87177598,0,second job,15,in quota
3628,292,17,98,0,control,junior secondary school,1,1,0,0,bachelor's degree,no rank 4,0,2.1167,.41560501,0,second job,3,not in quota
3631,292,17,98,0,control,junior secondary school,.48275861,1,0,0,bachelor's degree,no rank 4,0,1.9821,.770814,0,no second job,0,in quota
3626,292,17,98,0,control,junior secondary school,.7241379,0,0,1,bachelor's degree,no rank 4,0,.5,0,0,second job,6,not in quota
3627,292,17,98,0,control,junior secondary school,.62068963,1,0,0,no bachelor's degree,rank 4,0,2.4907,.43057999,0,no second job,0,not in quota
3614,292,17,98,0,control,junior secondary school,,0,1,,,,,,,,,,
3629,292,17,98,0,control,junior secondary school,.66666669,1,0,0,bachelor's degree,no rank 4,0,1.9821,.36858001,0,no second job,0,not in quota
3615,292,17,98,0,control,junior secondary school,.87179488,0,1,0,bachelor's degree,rank 4,0,2.4907,.90401798,0,no second job,0,in quota
3613,292,17,98,0,control,junior secondary school,.94871795,0,1,0,bachelor's degree,rank 4,0,2.4907,.97602201,0,second job,8,in quota
3617,292,17,98,0,control,junior secondary school,.8974359,1,0,0,bachelor's degree,no rank 4,0,1.42464,.55076998,0,no second job,0,not in quota
3624,292,17,98,0,control,junior secondary school,.94871795,1,0,0,bachelor's degree,no rank 4,0,1.42464,.55076998,0,second job,3,not in quota
3621,292,17,98,0,control,junior secondary school,.66666669,0,1,0,bachelor's degree,rank 4,0,2.5518,.91257203,0,no second job,0,in quota
3618,292,17,98,0,control,junior secondary school,.75757575,0,1,0,bachelor's degree,rank 4,1,2.431,.89572001,1.740375,second job,4,in quota
3625,292,17,98,0,control,junior secondary school,.69696969,0,1,0,bachelor's degree,rank 4,0,2.3159,.942559,0,no second job,0,in quota
3616,292,17,98,0,control,junior secondary school,.66666669,0,1,0,bachelor's degree,no rank 4,1,1.39048,.54598802,1.5,second job,3,in quota
3635,293,17,98,0,treatment,junior secondary school,.44827586,0,1,0,bachelor's degree,rank 4,0,2.2604,.43057999,0,no second job,0,in quota
3637,293,17,98,0,treatment,junior secondary school,.62068963,1,0,0,bachelor's degree,no rank 4,0,1.3572,.2265,0,no second job,0,not in quota
3632,293,17,98,0,treatment,junior secondary school,.58620691,0,1,0,bachelor's degree,rank 4,0,2.4907,1.1732579,0,second job,4,in quota
3638,293,17,98,0,treatment,junior secondary school,.76666665,1,0,0,bachelor's degree,no rank 4,0,2.1687,.796938,0,no second job,0,in quota
3636,293,17,98,0,treatment,junior secondary school,.44827586,0,0,1,bachelor's degree,no rank 4,0,1.32464,.46869701,0,no second job,0,not in quota
3640,293,17,98,0,treatment,junior secondary school,.58974361,1,0,0,bachelor's degree,no rank 4,0,2.2219,.36858001,0,no second job,0,in quota
3634,293,17,98,0,treatment,junior secondary school,.66666669,1,0,0,bachelor's degree,no rank 4,0,2.1167,.70574403,0,no second job,0,in quota
3639,293,17,98,0,treatment,junior secondary school,.74358976,1,0,0,bachelor's degree,no rank 4,0,1.39048,.22955,0,no second job,0,in quota
3633,293,17,98,0,treatment,junior secondary school,.66666669,1,0,0,bachelor's degree,no rank 4,0,2.1167,.70574403,0,no second job,0,in quota
3642,293,17,98,0,treatment,junior secondary school,.81818181,1,0,0,bachelor's degree,no rank 4,0,1.9821,.770814,0,second job,6,in quota
3650,294,17,98,0,control,junior secondary school,.89655173,0,1,0,bachelor's degree,rank 4,0,2.431,1.06666,0,second job,7,in quota
3643,294,17,98,0,control,junior secondary school,.41379312,0,1,0,,,,,,,,,
3645,294,17,98,0,control,junior secondary school,.41379312,1,0,0,bachelor's degree,no rank 4,0,2.1167,.36858001,0,second job,2,not in quota
3654,294,17,98,0,control,junior secondary school,.79310346,1,0,0,bachelor's degree,no rank 4,0,1.39048,.47659799,0,second job,9,not in quota
3647,294,17,98,0,control,junior secondary school,.89999998,1,0,0,bachelor's degree,no rank 4,0,1.9821,.770814,0,no second job,0,not in quota
3646,294,17,98,0,control,junior secondary school,.48717949,1,0,0,bachelor's degree,no rank 4,0,,.25999999,0,second job,12,not in quota
3653,294,17,98,0,control,junior secondary school,.61538464,1,0,0,bachelor's degree,no rank 4,0,1.7808,.58824003,0,second job,8,not in quota
3652,294,17,98,0,control,junior secondary school,.61538464,1,0,0,bachelor's degree,no rank 4,0,1.42464,.55076998,0,no second job,0,not in quota
3644,294,17,98,0,control,junior secondary school,.57575756,0,1,0,bachelor's degree,rank 4,0,2.3159,.87954599,0,no second job,0,in quota
3648,294,17,98,0,control,junior secondary school,.24242425,1,0,0,bachelor's degree,no rank 4,0,1.42464,.48069701,0,no second job,0,not in quota
3602,291,17,97,0,treatment,junior secondary school,.86206895,0,1,0,bachelor's degree,no rank 4,0,2.1687,.796938,0,second job,4,in quota
3607,291,17,97,0,treatment,junior secondary school,.51724136,1,0,0,bachelor's degree,no rank 4,0,2.0104,.69334799,0,second job,7,in quota
3605,291,17,97,0,treatment,junior secondary school,.75862068,0,1,0,bachelor's degree,no rank 4,0,2.0806,.36858001,0,no second job,0,in quota
3612,291,17,97,0,treatment,junior secondary school,.43333334,1,0,0,bachelor's degree,no rank 4,0,1.7808,.74263197,0,no second job,0,in quota
3608,291,17,97,0,treatment,junior secondary school,.79310346,1,0,0,bachelor's degree,no rank 4,0,2.1167,.78965801,0,second job,4,in quota
3603,291,17,97,0,treatment,junior secondary school,.76923078,1,0,0,bachelor's degree,no rank 4,0,2.1167,.78965801,0,second job,7,in quota
3600,291,17,97,0,treatment,junior secondary school,.64102566,1,0,0,bachelor's degree,no rank 4,0,2.0452,.36858001,0,no second job,0,in quota
3610,291,17,97,0,treatment,junior secondary school,.42424244,1,0,0,bachelor's degree,no rank 4,0,2.1167,.78965801,0,second job,8,in quota
2332,190,11,64,0,control,primary school,,0,0,1,no bachelor's degree,no rank 4,0,1.4374,.65643603,0,no second job,0,not in quota
2327,190,11,64,0,control,primary school,.35555556,0,0,1,no bachelor's degree,no rank 4,0,.135,0,0,no second job,0,not in quota
2325,190,11,64,0,control,primary school,.53333336,1,0,0,bachelor's degree,no rank 4,0,.135,0,0,second job,3,not in quota
2330,190,11,64,0,control,primary school,.53333336,1,0,0,no bachelor's degree,rank 4,0,2.4907,.90689802,0,no second job,0,not in quota
2323,190,11,64,0,control,primary school,.44444445,0,1,0,bachelor's degree,rank 4,0,2.4907,.63034397,0,second job,7,in quota
2326,190,11,64,0,control,primary school,.48888889,0,0,1,no bachelor's degree,no rank 4,0,1.788,.70551997,0,no second job,0,not in quota
2337,191,11,64,0,control,primary school,,1,0,0,no bachelor's degree,rank 4,0,2.5518,1.008788,0,no second job,0,not in quota
2338,191,11,64,0,control,primary school,.73333335,1,0,0,no bachelor's degree,rank 4,0,2.7444,.74804002,0,second job,14,in quota
2333,191,11,64,0,control,primary school,.75555557,1,0,0,bachelor's degree,rank 4,0,2.431,.80761999,0,no second job,0,not in quota
2339,191,11,64,0,control,primary school,,1,0,0,no bachelor's degree,rank 4,0,2.5786,.74146003,0,second job,3,not in quota
2334,191,11,64,0,control,primary school,.73333335,1,0,0,no bachelor's degree,rank 4,0,2.6786,.83643198,0,second job,14,in quota
2335,191,11,64,0,control,primary school,.71111113,1,0,0,bachelor's degree,no rank 4,0,1.7085,.69439,0,no second job,0,not in quota
2351,193,11,65,0,control,primary school,,1,0,0,no bachelor's degree,no rank 4,0,2.5699,.66859001,0,second job,7,in quota
2348,193,11,65,0,control,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.409,.48717999,0,no second job,0,in quota
2356,193,11,65,0,control,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.6786,.43130001,0,no second job,0,not in quota
2353,193,11,65,0,control,primary school,,1,0,0,no bachelor's degree,rank 4,0,2.3727,.796624,0,no second job,0,not in quota
2354,193,11,65,0,control,primary school,.62222224,1,0,0,no bachelor's degree,rank 4,0,2.6144,.92421597,0,no second job,0,not in quota
2349,193,11,65,0,control,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.6786,.933204,0,second job,4,not in quota
2360,194,11,65,0,treatment,primary school,,1,0,0,bachelor's degree,rank 4,0,2.5518,.43130001,0,no second job,0,in quota
2363,194,11,65,0,treatment,primary school,.60000002,0,0,1,no bachelor's degree,no rank 4,0,.15,0,0,second job,12,not in quota
2362,194,11,65,0,treatment,primary school,.5777778,0,0,1,no bachelor's degree,no rank 4,0,.15,0,0,no second job,0,not in quota
2361,194,11,65,0,treatment,primary school,.68888891,1,0,0,bachelor's degree,no rank 4,0,1.7085,.3283,0,no second job,0,in quota
2364,194,11,65,0,treatment,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.7444,.84522599,0,second job,15,in quota
2357,194,11,65,0,treatment,primary school,.64444447,1,0,0,bachelor's degree,no rank 4,0,2.5083,.84736198,0,no second job,0,in quota
2383,196,11,66,0,control,primary school,,0,1,0,bachelor's degree,rank 4,1,2.6144,.73504001,1.866,no second job,0,in quota
2380,196,11,66,0,control,primary school,,,,,,,,,,,,,
2386,196,11,66,0,control,primary school,.66666669,0,0,1,no bachelor's degree,no rank 4,0,.1,0,0,no second job,0,not in quota
2388,196,11,66,0,control,primary school,.66666669,1,0,0,no bachelor's degree,no rank 4,0,2.4482,.78998399,0,second job,1,not in quota
2387,196,11,66,0,control,primary school,.66666669,0,0,1,no bachelor's degree,no rank 4,0,.15,0,0,no second job,0,not in quota
2384,196,11,66,0,control,primary school,.60000002,0,1,0,bachelor's degree,rank 4,1,2.5518,.82211602,3,no second job,0,in quota
2372,196,11,66,0,control,primary school,.64444447,1,0,0,bachelor's degree,rank 4,0,2.6144,.829606,0,no second job,0,in quota
2385,196,11,66,0,control,primary school,.64444447,1,0,0,bachelor's degree,no rank 4,0,2.2764,.81489599,0,no second job,0,not in quota
2375,196,11,66,0,control,primary school,.66666669,0,1,0,bachelor's degree,rank 4,1,2.431,.89854002,1.7666,no second job,0,in quota
2371,196,11,66,0,control,primary school,.64444447,1,0,0,bachelor's degree,no rank 4,0,1.9484,.76897597,0,second job,20,not in quota
2378,196,11,66,0,control,primary school,.64444447,0,1,0,bachelor's degree,rank 4,0,2.4907,.81478399,0,no second job,0,in quota
2381,196,11,66,0,control,primary school,.68888891,0,1,0,bachelor's degree,rank 4,1,2.431,.43130001,,no second job,0,in quota
2373,196,11,66,0,control,primary school,,1,0,0,bachelor's degree,rank 4,0,2.6786,.64817202,0,no second job,0,not in quota
2299,187,11,63,0,treatment,primary school,.42222223,0,0,1,no bachelor's degree,no rank 4,0,.25,0,0,no second job,0,not in quota
2297,187,11,63,0,treatment,primary school,.48888889,1,0,0,bachelor's degree,no rank 4,0,1.6676,.61171198,0,no second job,0,in quota
2298,187,11,63,0,treatment,primary school,.55555558,1,0,0,bachelor's degree,no rank 4,0,.28,0,0,no second job,0,in quota
2295,187,11,63,0,treatment,primary school,.44444445,1,0,0,bachelor's degree,rank 4,0,2.4907,.73769802,0,no second job,0,in quota
2296,187,11,63,0,treatment,primary school,.40000001,1,0,0,no bachelor's degree,rank 4,0,2.5518,.695216,0,no second job,0,in quota
2301,187,11,63,0,treatment,primary school,.44444445,,,0,,,,,,,,,
2340,192,11,64,0,treatment,primary school,,1,0,0,no bachelor's degree,rank 4,0,2.6786,.74146003,0,no second job,0,not in quota
2347,192,11,64,0,treatment,primary school,.5777778,0,0,1,no bachelor's degree,no rank 4,0,.1,0,0,no second job,0,not in quota
2342,192,11,64,0,treatment,primary school,.51111114,1,0,0,no bachelor's degree,rank 4,0,2.5518,.915452,0,no second job,0,in quota
2344,192,11,64,0,treatment,primary school,.51111114,0,1,0,bachelor's degree,rank 4,0,2.5518,.91608202,0,no second job,0,in quota
2343,192,11,64,0,treatment,primary school,.60000002,1,0,0,bachelor's degree,no rank 4,0,2.0806,.701572,0,second job,3,in quota
2345,192,11,64,0,treatment,primary school,.42222223,1,0,0,no bachelor's degree,rank 4,0,2.431,.89854002,0,second job,9,in quota
2346,192,11,64,0,treatment,primary school,.46666667,1,0,0,,,,,,,,,
2310,188,11,63,0,control,primary school,,1,0,0,no bachelor's degree,rank 4,0,2.7444,.74804002,0,no second job,0,in quota
2306,188,11,63,0,control,primary school,.48888889,0,0,1,no bachelor's degree,no rank 4,0,.1,.1,0,second job,6,not in quota
2302,188,11,63,0,control,primary school,.51111114,1,0,0,no bachelor's degree,rank 4,0,2.7444,.43130001,0,no second job,0,in quota
2304,188,11,63,0,control,primary school,,0,0,1,no bachelor's degree,no rank 4,0,2.3896,.83069402,0,no second job,0,not in quota
2305,188,11,63,0,control,primary school,.53333336,1,0,0,bachelor's degree,no rank 4,0,2.3323,.32699999,0,no second job,0,not in quota
2303,188,11,63,0,control,primary school,.60000002,0,0,1,no bachelor's degree,no rank 4,0,1.4727,.28600001,0,second job,5,not in quota
2400,197,11,66,0,treatment,primary school,.68888891,0,1,0,no bachelor's degree,rank 4,0,2.6786,.43130001,0,second job,2,in quota
2395,197,11,66,0,treatment,primary school,.77777779,0,0,1,no bachelor's degree,no rank 4,0,.35,0,0,no second job,0,not in quota
2390,197,11,66,0,treatment,primary school,.40000001,1,0,0,no bachelor's degree,rank 4,0,2.7444,.49877599,0,no second job,0,in quota
2398,197,11,66,0,treatment,primary school,.66666669,1,0,0,no bachelor's degree,rank 4,0,2.6516,.746252,0,no second job,0,in quota
2399,197,11,66,0,treatment,primary school,.64444447,1,0,0,bachelor's degree,no rank 4,0,1.5999,.44797999,0,no second job,0,in quota
2389,197,11,66,0,treatment,primary school,.71111113,1,0,0,bachelor's degree,no rank 4,0,1.7086,.52065003,0,no second job,0,in quota
2396,197,11,66,0,treatment,primary school,.46666667,0,0,1,no bachelor's degree,no rank 4,0,.25,0,0,no second job,0,not in quota
2367,195,11,65,0,control,primary school,.62222224,0,0,1,no bachelor's degree,no rank 4,0,1.6676,.68866402,0,no second job,0,not in quota
2368,195,11,65,0,control,primary school,.46666667,0,0,1,no bachelor's degree,no rank 4,0,.125,0,0,no second job,0,not in quota
2370,195,11,65,0,control,primary school,.5777778,0,0,1,no bachelor's degree,no rank 4,0,.1,0,0,no second job,0,not in quota
2369,195,11,65,0,control,primary school,.64444447,0,0,1,no bachelor's degree,no rank 4,0,2.1469,.79676598,0,no second job,0,not in quota
2366,195,11,65,0,control,primary school,.71111113,1,0,0,bachelor's degree,no rank 4,0,1.7085,.69439,0,no second job,0,not in quota
2317,189,11,63,0,control,primary school,.71111113,1,0,0,bachelor's degree,no rank 4,0,1.6676,.68666399,0,second job,2,not in quota
2313,189,11,63,0,control,primary school,.66666669,1,0,0,bachelor's degree,no rank 4,0,1.7207,.69609803,0,second job,39,not in quota
2318,189,11,63,0,control,primary school,.64444447,1,0,0,bachelor's degree,no rank 4,0,,.2,0,no second job,0,not in quota
2320,189,11,63,0,control,primary school,.71111113,0,0,1,no bachelor's degree,no rank 4,0,.2,0,0,second job,14,not in quota
2321,189,11,63,0,control,primary school,.66666669,1,0,0,bachelor's degree,rank 4,0,2.3727,.890378,0,second job,18,in quota
2315,189,11,63,0,control,primary school,.77777779,0,0,1,no bachelor's degree,no rank 4,0,.9986,0,0,no second job,0,not in quota
2316,189,11,63,0,control,primary school,.53333336,,,0,,,,,,,,,
2404,198,11,66,0,control,primary school,.42222223,1,0,0,no bachelor's degree,rank 4,0,2.6144,.43130001,0,no second job,0,not in quota
2410,198,11,66,0,control,primary school,.51111114,1,0,0,bachelor's degree,rank 4,0,2.6786,.74146003,0,no second job,0,in quota
2406,198,11,66,0,control,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.8118,.43130001,0,no second job,0,in quota
2408,198,11,66,0,control,primary school,.51111114,0,1,0,bachelor's degree,no rank 4,1,.2,0,1.45,no second job,0,in quota
2409,198,11,66,0,control,primary school,.48888889,1,0,0,no bachelor's degree,rank 4,0,2.7444,.74804002,0,no second job,0,in quota
2402,198,11,66,0,control,primary school,.44444445,0,1,0,bachelor's degree,rank 4,1,2.6144,.43130001,1.244,no second job,0,in quota
2405,198,11,66,0,control,primary school,,0,1,0,bachelor's degree,rank 4,1,2.7444,.62203997,1.933,no second job,0,in quota
2247,184,11,62,0,control,junior secondary school,,0,1,0,bachelor's degree,no rank 4,1,.35,0,1.5,second job,16,in quota
2248,184,11,62,0,control,junior secondary school,.58620691,1,0,0,bachelor's degree,no rank 4,0,1.7381,.73953402,0,no second job,0,not in quota
2253,184,11,62,0,control,junior secondary school,.55172414,1,0,0,bachelor's degree,no rank 4,0,1.7085,.3292,0,no second job,0,not in quota
2255,184,11,62,0,control,junior secondary school,.83333331,1,0,0,bachelor's degree,no rank 4,0,2.1167,.79253799,0,no second job,0,not in quota
2252,184,11,62,0,control,junior secondary school,.44827586,0,1,0,bachelor's degree,no rank 4,0,2.1167,.79253799,0,no second job,0,in quota
2256,184,11,62,0,control,junior secondary school,,0,1,0,bachelor's degree,no rank 4,1,.285,0,1.35,second job,14,in quota
2251,184,11,62,0,control,junior secondary school,.80000001,1,0,0,bachelor's degree,no rank 4,0,1.7808,.74551201,0,second job,5,not in quota
2254,184,11,62,0,control,junior secondary school,,1,0,0,bachelor's degree,no rank 4,0,1.1224,.50633597,0,second job,3,not in quota
2244,184,11,62,0,control,junior secondary school,.48717949,1,0,0,bachelor's degree,no rank 4,0,1.7,.30000001,0,no second job,0,not in quota
2245,184,11,62,0,control,junior secondary school,.46153846,0,1,0,bachelor's degree,rank 4,1,2.5518,.82211602,1.8,second job,2,in quota
2250,184,11,62,0,control,junior secondary school,,1,0,0,bachelor's degree,no rank 4,0,.27,0,0,no second job,0,not in quota
2242,184,11,62,0,control,junior secondary school,,0,1,0,bachelor's degree,no rank 4,1,.329,0,1.3,no second job,0,in quota
2243,184,11,62,0,control,junior secondary school,.45454547,1,0,0,bachelor's degree,no rank 4,0,2.1167,.79253799,0,no second job,0,not in quota
2267,185,11,62,0,treatment,junior secondary school,.58620691,0,1,0,bachelor's degree,rank 4,0,2.2604,.87465602,0,second job,20,in quota
2261,185,11,62,0,treatment,junior secondary school,.7241379,1,0,0,bachelor's degree,no rank 4,0,1.6676,.68866402,0,no second job,0,in quota
2271,185,11,62,0,treatment,junior secondary school,,1,0,0,bachelor's degree,no rank 4,0,.21,0,0,no second job,0,in quota
